serial:no,age,gender,year_in_school,major,monthly_income,tuition,financial_aid,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,expense,savings,preferred_payment_method
764,19,Female,Freshman,Computer Science,4432,1316,867,627,110,185,226,25,34,90,190,3670,762,Credit/Debit Card
765,21,Non-binary,Junior,Psychology,4104,1471,280,862,312,180,241,70,90,84,182,3772,332,Cash
766,18,Non-binary,Sophomore,Psychology,3744,536,557,498,375,128,185,63,97,298,45,2782,962,Cash
767,21,Male,Sophomore,Economics,4154,1045,542,937,157,164,246,25,29,99,46,3290,864,Credit/Debit Card
768,24,Non-binary,Junior,Biology,4329,609,389,934,393,68,77,33,96,235,48,2882,1447,Mobile Payment App
769,20,Male,Senior,Psychology,4975,581,964,775,106,86,84,22,68,84,39,2809,2166,Mobile Payment App
770,20,Female,Sophomore,Biology,3376,1106,212,461,130,175,231,135,37,59,197,2743,633,Credit/Debit Card
771,22,Non-binary,Freshman,Psychology,3548,1316,710,682,382,69,268,62,95,251,118,3953,-405,Credit/Debit Card
772,19,Non-binary,Senior,Computer Science,5976,574,103,605,372,82,296,39,42,287,153,2553,3423,Credit/Debit Card
773,19,Male,Sophomore,Biology,3779,1115,12,482,306,161,281,150,76,265,170,3018,761,Mobile Payment App
774,25,Male,Sophomore,Engineering,3653,1257,45,809,373,147,246,78,36,275,158,3424,229,Credit/Debit Card
775,23,Male,Junior,Economics,5452,1069,130,503,218,83,93,72,65,170,89,2492,2960,Cash
776,22,Non-binary,Junior,Biology,3362,757,471,719,359,69,253,145,48,159,63,3043,319,Credit/Debit Card
777,21,Non-binary,Sophomore,Psychology,3624,794,166,908,371,73,222,103,41,283,152,3113,511,Cash
778,22,Male,Freshman,Computer Science,4743,1139,845,893,356,126,255,20,65,62,195,3956,787,Credit/Debit Card
779,23,Non-binary,Sophomore,Engineering,5824,598,125,413,278,130,91,88,60,152,82,2017,3807,Cash
780,21,Female,Freshman,Economics,4642,514,402,494,395,92,56,104,66,98,131,2352,2290,Mobile Payment App
781,23,Male,Freshman,Psychology,3501,1479,418,960,344,103,239,63,95,146,31,3878,-377,Mobile Payment App
782,24,Non-binary,Junior,Biology,4634,633,361,685,252,128,268,107,74,139,190,2837,1797,Credit/Debit Card
783,25,Non-binary,Senior,Biology,4770,1437,150,941,286,104,274,100,21,199,136,3648,1122,Credit/Debit Card
784,22,Male,Sophomore,Biology,4825,1135,279,793,370,115,87,93,36,102,111,3121,1704,Credit/Debit Card
785,21,Female,Junior,Engineering,4125,1433,11,832,313,123,187,134,62,61,200,3356,769,Cash
786,20,Female,Senior,Computer Science,3471,824,93,538,249,127,224,72,76,90,169,2462,1009,Credit/Debit Card
787,24,Male,Junior,Psychology,4629,967,288,958,284,107,256,129,85,172,46,3292,1337,Mobile Payment App
788,25,Male,Sophomore,Economics,3830,1126,708,405,343,159,226,98,24,197,162,3448,382,Mobile Payment App
789,21,Female,Sophomore,Psychology,5497,885,513,832,136,66,241,123,66,256,137,3255,2242,Credit/Debit Card
790,25,Non-binary,Sophomore,Psychology,4547,525,984,670,359,148,192,38,56,162,31,3165,1382,Credit/Debit Card
791,20,Male,Senior,Psychology,4309,1009,14,699,262,117,136,24,67,113,93,2534,1775,Mobile Payment App
792,18,Non-binary,Senior,Psychology,5450,1478,46,957,360,77,112,22,50,265,183,3550,1900,Mobile Payment App
793,19,Male,Sophomore,Computer Science,3465,547,365,645,316,58,186,120,54,196,135,2622,843,Mobile Payment App
794,22,Female,Freshman,Psychology,4796,549,410,749,304,167,82,142,100,271,169,2943,1853,Credit/Debit Card
795,25,Female,Junior,Engineering,5451,1326,611,734,205,91,73,95,71,217,126,3549,1902,Mobile Payment App
796,21,Male,Junior,Psychology,4836,761,9,594,375,53,256,55,41,50,126,2320,2516,Cash
797,25,Non-binary,Senior,Computer Science,5885,1344,494,809,233,167,171,83,60,94,61,3516,2369,Cash
798,22,Male,Junior,Biology,5489,895,885,456,343,157,177,123,75,77,156,3344,2145,Credit/Debit Card
799,23,Non-binary,Junior,Economics,4911,1036,811,437,398,134,299,69,55,156,35,3430,1481,Mobile Payment App
800,22,Non-binary,Senior,Computer Science,3008,664,538,417,236,75,136,131,60,243,156,2656,352,Credit/Debit Card
801,22,Non-binary,Senior,Computer Science,5886,1403,789,962,163,129,149,35,92,251,166,4139,1747,Cash
802,23,Male,Senior,Engineering,4651,1094,360,622,242,90,98,103,77,138,111,2935,1716,Cash
803,24,Female,Sophomore,Computer Science,3482,789,413,835,206,128,153,137,77,115,67,2920,562,Mobile Payment App
804,25,Non-binary,Sophomore,Biology,5035,587,756,797,291,171,283,89,26,238,74,3312,1723,Cash
805,23,Male,Junior,Biology,3729,509,395,607,326,156,251,138,45,204,30,2661,1068,Mobile Payment App
806,19,Male,Junior,Computer Science,4650,1382,935,853,203,180,230,33,55,297,43,4211,439,Credit/Debit Card
807,25,Non-binary,Senior,Engineering,3811,1301,757,664,121,115,239,126,48,121,172,3664,147,Mobile Payment App
808,23,Non-binary,Senior,Engineering,4935,777,53,505,268,181,194,79,60,71,54,2242,2693,Mobile Payment App
809,19,Male,Sophomore,Psychology,4935,505,646,688,129,143,112,130,89,209,197,2848,2087,Cash
810,24,Female,Junior,Engineering,4865,866,796,756,274,181,260,141,47,237,125,3683,1182,Cash
811,19,Male,Freshman,Biology,3321,1329,127,836,277,92,108,27,67,251,87,3201,120,Mobile Payment App
812,20,Non-binary,Freshman,Economics,4227,1372,297,505,142,144,264,20,64,195,34,3037,1190,Cash
813,24,Male,Junior,Economics,5084,1004,883,773,335,118,297,83,88,100,133,3814,1270,Credit/Debit Card
814,23,Non-binary,Freshman,Biology,4526,1415,153,880,111,167,171,90,78,205,113,3383,1143,Cash
815,20,Female,Junior,Psychology,4097,639,13,780,226,120,86,56,23,75,147,2165,1932,Mobile Payment App
816,19,Male,Sophomore,Economics,3186,1397,854,552,258,123,127,61,21,127,71,3591,-405,Credit/Debit Card
817,18,Female,Freshman,Economics,3901,935,918,724,128,122,56,39,53,152,108,3235,666,Mobile Payment App
818,18,Non-binary,Senior,Computer Science,4983,882,524,502,196,153,63,131,80,274,140,2945,2038,Credit/Debit Card
819,20,Female,Freshman,Psychology,4709,1398,912,864,267,181,165,149,62,64,92,4154,555,Mobile Payment App
820,24,Non-binary,Sophomore,Biology,3664,1461,403,519,137,127,286,115,29,84,121,3282,382,Cash
821,24,Male,Senior,Engineering,4968,1430,928,682,336,89,135,76,66,289,82,4113,855,Mobile Payment App
822,22,Non-binary,Junior,Biology,5135,953,925,924,148,56,61,33,70,156,126,3452,1683,Credit/Debit Card
823,19,Male,Junior,Psychology,3431,1456,803,636,136,177,131,112,28,249,116,3844,-413,Mobile Payment App
824,22,Female,Junior,Computer Science,5529,892,563,437,230,85,57,49,27,151,44,2535,2994,Credit/Debit Card
825,20,Non-binary,Sophomore,Psychology,4349,539,494,450,398,107,215,51,52,89,191,2586,1763,Mobile Payment App
826,25,Non-binary,Junior,Economics,4532,1024,756,798,328,112,159,69,24,275,31,3576,956,Cash
827,22,Female,Senior,Biology,5276,1405,544,782,281,52,67,69,77,270,141,3688,1588,Mobile Payment App
828,21,Male,Sophomore,Biology,3636,691,710,478,342,58,136,65,75,277,170,3002,634,Credit/Debit Card
829,19,Female,Junior,Biology,3509,1157,333,987,281,77,170,27,87,151,108,3378,131,Mobile Payment App
830,21,Non-binary,Junior,Computer Science,5657,555,980,707,302,195,207,141,91,126,180,3484,2173,Credit/Debit Card
831,25,Non-binary,Senior,Biology,4743,1245,803,899,285,99,193,106,76,270,200,4176,567,Credit/Debit Card
832,25,Male,Senior,Biology,5607,1227,408,759,365,137,247,97,56,162,136,3594,2013,Credit/Debit Card
833,18,Female,Freshman,Biology,5204,825,403,401,293,75,268,24,36,105,197,2627,2577,Mobile Payment App
834,18,Female,Freshman,Economics,3900,1359,468,401,283,190,183,60,78,153,64,3239,661,Credit/Debit Card
835,22,Male,Junior,Economics,4429,556,317,834,166,130,174,86,46,222,33,2564,1865,Mobile Payment App
836,20,Non-binary,Sophomore,Biology,5325,1110,400,586,400,62,120,54,30,294,125,3181,2144,Mobile Payment App
837,21,Non-binary,Sophomore,Engineering,4940,518,565,783,157,97,129,122,20,71,175,2637,2303,Mobile Payment App
838,19,Male,Senior,Engineering,4386,932,611,833,159,84,184,63,80,223,73,3242,1144,Mobile Payment App
839,22,Female,Senior,Computer Science,5671,683,651,866,101,155,274,131,81,183,49,3174,2497,Mobile Payment App
840,24,Male,Sophomore,Economics,5325,1397,375,637,139,83,217,55,48,293,195,3439,1886,Cash
841,24,Non-binary,Freshman,Biology,4212,1201,441,864,140,83,97,85,89,90,115,3205,1007,Credit/Debit Card
842,22,Non-binary,Junior,Psychology,3124,1402,519,886,381,193,120,64,68,153,151,3937,-813,Mobile Payment App
843,25,Male,Senior,Economics,5452,844,18,910,220,71,109,75,91,244,105,2687,2765,Credit/Debit Card
844,19,Female,Senior,Biology,5925,1366,142,614,304,163,240,127,83,108,163,3310,2615,Credit/Debit Card
845,19,Male,Senior,Biology,4576,923,734,519,383,110,255,36,31,225,126,3342,1234,Credit/Debit Card
846,21,Non-binary,Freshman,Biology,3434,542,905,987,297,160,189,150,26,286,185,3727,-293,Cash
847,23,Female,Junior,Biology,4833,1130,49,415,100,160,262,98,32,99,117,2462,2371,Credit/Debit Card
848,23,Non-binary,Junior,Biology,4663,848,420,950,173,167,101,108,29,54,159,3009,1654,Mobile Payment App
849,19,Female,Junior,Engineering,4305,1022,227,982,296,73,252,149,79,206,152,3438,867,Cash
850,23,Non-binary,Junior,Economics,4230,1189,980,607,190,52,250,140,63,190,125,3786,444,Credit/Debit Card
851,18,Female,Sophomore,Economics,3719,771,45,821,189,173,295,60,38,258,107,2757,962,Mobile Payment App
852,25,Non-binary,Sophomore,Computer Science,5743,1280,483,678,206,54,82,49,85,256,187,3360,2383,Credit/Debit Card
853,21,Male,Senior,Biology,4414,933,988,731,298,123,273,22,20,147,41,3576,838,Cash
854,24,Female,Sophomore,Computer Science,5913,1257,795,480,120,107,300,34,46,219,193,3551,2362,Mobile Payment App
855,24,Female,Junior,Computer Science,3335,1313,818,845,363,190,212,69,37,103,186,4136,-801,Cash
856,21,Male,Senior,Engineering,4084,1034,927,758,330,179,136,149,63,242,190,4008,76,Mobile Payment App
857,19,Male,Sophomore,Psychology,5509,669,153,741,335,78,170,69,68,296,73,2652,2857,Mobile Payment App
858,19,Non-binary,Senior,Computer Science,3380,728,814,970,183,178,139,29,63,193,64,3361,19,Mobile Payment App
859,18,Male,Sophomore,Economics,5429,569,513,730,375,118,195,96,27,280,65,2968,2461,Mobile Payment App
860,19,Male,Freshman,Engineering,5253,960,179,671,161,128,273,40,89,233,163,2897,2356,Cash
861,18,Male,Freshman,Computer Science,3829,1288,879,982,191,65,86,107,80,97,137,3912,-83,Cash
862,22,Female,Freshman,Engineering,3548,556,904,689,105,145,165,133,71,110,183,3061,487,Cash
863,23,Male,Senior,Engineering,5976,1413,80,836,386,194,266,29,99,213,109,3625,2351,Cash
864,25,Non-binary,Senior,Biology,4956,957,114,923,326,150,199,49,88,246,118,3170,1786,Cash
865,24,Non-binary,Freshman,Engineering,3305,1084,582,520,353,89,279,20,68,173,151,3319,-14,Mobile Payment App
866,22,Male,Freshman,Psychology,4425,1270,546,559,304,160,79,95,99,191,70,3373,1052,Mobile Payment App
867,24,Female,Sophomore,Computer Science,5594,845,484,793,130,51,153,77,47,89,151,2820,2774,Mobile Payment App
868,21,Female,Freshman,Economics,4484,1423,298,439,312,157,118,56,43,235,188,3269,1215,Cash
869,19,Male,Sophomore,Engineering,4718,683,614,643,132,186,83,31,68,85,181,2706,2012,Cash
870,21,Non-binary,Freshman,Psychology,5639,1309,561,973,303,197,117,37,64,101,37,3699,1940,Mobile Payment App
871,25,Male,Senior,Economics,4433,888,218,806,166,121,75,148,69,120,128,2739,1694,Credit/Debit Card
872,24,Male,Sophomore,Psychology,4678,1496,522,640,212,140,200,22,69,98,162,3561,1117,Credit/Debit Card
873,25,Male,Junior,Economics,4599,965,465,737,291,88,70,70,34,170,195,3085,1514,Cash
874,20,Female,Junior,Biology,3509,1329,533,826,234,131,262,142,30,157,141,3785,-276,Cash
875,21,Female,Sophomore,Engineering,5681,1021,789,844,235,99,167,115,53,127,131,3581,2100,Mobile Payment App
876,18,Male,Freshman,Biology,5257,501,422,612,149,142,72,58,36,230,73,2295,2962,Mobile Payment App
877,21,Female,Sophomore,Engineering,3930,1223,302,801,128,157,242,135,36,226,193,3443,487,Mobile Payment App
878,19,Male,Senior,Psychology,5857,1495,1000,980,228,126,82,39,72,144,78,4244,1613,Cash
879,25,Male,Sophomore,Engineering,5473,862,674,575,338,54,264,39,60,262,180,3308,2165,Cash
880,25,Male,Senior,Economics,4320,1037,844,894,393,176,280,73,21,241,44,4003,317,Credit/Debit Card
881,19,Male,Freshman,Engineering,5861,505,293,835,387,181,250,93,91,113,81,2829,3032,Cash
882,24,Female,Senior,Psychology,4234,1193,397,761,120,75,92,104,28,216,101,3087,1147,Credit/Debit Card
883,18,Non-binary,Sophomore,Psychology,3275,1452,683,586,327,65,176,32,40,205,160,3726,-451,Credit/Debit Card
884,24,Non-binary,Sophomore,Psychology,4913,1422,860,892,149,115,159,133,90,227,92,4139,774,Cash
885,25,Male,Sophomore,Biology,5618,717,197,696,354,105,102,26,95,300,110,2702,2916,Cash
886,24,Female,Junior,Economics,5187,1333,538,467,237,183,192,114,79,248,95,3486,1701,Credit/Debit Card
887,24,Female,Sophomore,Psychology,4420,978,974,642,241,146,183,30,76,130,79,3479,941,Cash
888,25,Male,Freshman,Biology,3197,1141,362,926,397,121,150,122,69,258,173,3719,-522,Mobile Payment App
889,22,Male,Sophomore,Biology,4995,1399,611,678,220,93,84,144,49,200,189,3667,1328,Mobile Payment App
890,24,Male,Freshman,Psychology,4547,1200,341,778,330,51,129,24,75,238,192,3358,1189,Cash
891,21,Non-binary,Sophomore,Economics,4305,1053,64,444,142,139,280,34,56,176,38,2426,1879,Mobile Payment App
892,25,Non-binary,Junior,Biology,4423,1118,584,592,126,149,134,74,48,109,114,3048,1375,Cash
893,21,Male,Junior,Biology,3758,1094,321,741,137,172,50,147,96,134,192,3084,674,Mobile Payment App
894,21,Non-binary,Freshman,Psychology,4206,1252,226,530,245,126,69,147,52,64,183,2894,1312,Credit/Debit Card
895,18,Male,Junior,Psychology,5848,686,252,720,238,191,265,39,58,104,142,2695,3153,Mobile Payment App
896,18,Male,Junior,Economics,5909,513,123,807,168,161,181,48,26,124,46,2197,3712,Cash
897,25,Male,Junior,Biology,4909,1174,75,799,149,163,151,138,30,298,115,3092,1817,Cash
898,24,Non-binary,Freshman,Psychology,4645,1224,235,913,209,101,77,85,97,78,80,3099,1546,Cash
899,23,Non-binary,Junior,Biology,3952,975,211,769,131,134,283,65,91,127,151,2937,1015,Credit/Debit Card
900,18,Male,Sophomore,Engineering,3626,1435,950,842,221,139,87,136,68,54,129,4061,-435,Mobile Payment App
901,22,Male,Senior,Engineering,4496,894,27,718,373,144,254,139,82,286,134,3051,1445,Credit/Debit Card
902,21,Non-binary,Junior,Economics,5292,1168,81,637,175,196,193,52,90,217,48,2857,2435,Cash
903,25,Male,Freshman,Computer Science,3987,1482,92,540,194,125,193,143,78,268,63,3178,809,Credit/Debit Card
904,19,Non-binary,Sophomore,Psychology,5745,1385,249,452,399,170,71,145,37,231,114,3253,2492,Mobile Payment App
905,20,Male,Sophomore,Computer Science,5745,1476,832,808,225,73,251,22,95,123,78,3983,1762,Mobile Payment App
906,22,Female,Senior,Economics,4840,812,101,777,195,87,51,71,48,162,188,2492,2348,Mobile Payment App
907,18,Male,Freshman,Psychology,3373,1191,611,673,327,62,164,133,26,229,107,3523,-150,Cash
908,20,Male,Senior,Economics,3823,1440,1000,525,135,142,131,34,27,90,200,3724,99,Cash
909,24,Female,Sophomore,Biology,4038,1447,246,406,235,113,98,113,50,71,37,2816,1222,Credit/Debit Card
910,21,Female,Freshman,Computer Science,4883,1030,357,806,100,99,87,46,38,155,169,2887,1996,Mobile Payment App
911,23,Female,Senior,Engineering,5347,1034,202,558,381,116,271,67,44,228,124,3025,2322,Credit/Debit Card
912,20,Female,Junior,Economics,3674,1406,10,967,303,94,286,61,61,121,181,3490,184,Mobile Payment App
913,21,Non-binary,Senior,Biology,3425,1086,38,605,381,53,171,129,24,165,136,2788,637,Credit/Debit Card
914,25,Female,Sophomore,Psychology,4772,1334,320,794,204,129,160,139,37,228,106,3451,1321,Mobile Payment App
915,25,Female,Senior,Engineering,4996,507,474,750,181,107,156,79,27,122,39,2442,2554,Cash
916,21,Male,Senior,Engineering,4014,1483,892,458,400,90,217,134,50,142,60,3926,88,Mobile Payment App
917,20,Non-binary,Sophomore,Economics,3253,888,228,539,207,182,241,71,41,254,125,2776,477,Credit/Debit Card
918,23,Non-binary,Freshman,Economics,4350,1204,815,871,166,120,275,87,77,237,85,3937,413,Credit/Debit Card
919,23,Male,Junior,Economics,5892,1047,207,667,161,197,255,53,96,168,105,2956,2936,Cash
920,21,Male,Freshman,Psychology,5478,1279,900,815,336,136,154,145,81,236,108,4190,1288,Credit/Debit Card
921,19,Female,Sophomore,Economics,5947,613,543,622,309,99,151,94,36,83,199,2749,3198,Mobile Payment App
922,18,Male,Senior,Computer Science,4843,1280,550,500,112,99,119,67,70,141,97,3035,1808,Credit/Debit Card
923,25,Male,Sophomore,Economics,5246,696,976,475,258,162,87,67,68,232,72,3093,2153,Mobile Payment App
924,20,Female,Senior,Economics,4490,1191,315,476,270,152,169,129,100,75,193,3070,1420,Credit/Debit Card
925,24,Female,Freshman,Biology,3301,1287,239,493,252,98,246,36,70,282,134,3137,164,Mobile Payment App
926,23,Female,Junior,Engineering,4261,1391,362,697,269,108,105,145,43,100,39,3259,1002,Cash
927,23,Non-binary,Sophomore,Economics,4809,1345,291,686,173,132,229,115,40,207,63,3281,1528,Credit/Debit Card
928,19,Non-binary,Junior,Computer Science,3106,1344,825,563,333,142,129,111,47,96,94,3684,-578,Cash
929,23,Non-binary,Junior,Economics,3808,779,708,876,391,94,298,34,34,192,87,3493,315,Mobile Payment App
930,23,Female,Senior,Economics,5507,1123,490,932,370,141,233,91,61,258,139,3838,1669,Mobile Payment App
931,22,Male,Senior,Economics,4766,1038,686,929,366,133,70,93,90,74,118,3597,1169,Credit/Debit Card
932,22,Female,Senior,Computer Science,3971,595,995,572,111,79,291,24,71,244,61,3043,928,Mobile Payment App
933,25,Non-binary,Freshman,Engineering,4585,1345,295,621,285,101,270,115,55,211,55,3353,1232,Cash
934,19,Non-binary,Junior,Computer Science,4102,534,546,520,371,196,106,75,56,239,45,2688,1414,Cash
935,24,Non-binary,Senior,Computer Science,4890,1176,326,837,245,93,134,78,81,54,107,3131,1759,Cash
936,20,Non-binary,Sophomore,Biology,5807,836,105,419,243,149,89,72,52,71,74,2110,3697,Mobile Payment App
937,18,Female,Freshman,Biology,4342,1047,15,620,359,195,212,63,94,193,141,2939,1403,Credit/Debit Card
938,24,Female,Sophomore,Engineering,5189,865,907,936,161,115,284,61,100,234,129,3792,1397,Mobile Payment App
939,18,Non-binary,Junior,Psychology,3353,1148,565,613,218,159,271,92,67,235,122,3490,-137,Credit/Debit Card
940,21,Female,Senior,Engineering,5238,696,715,710,195,133,98,54,66,294,41,3002,2236,Credit/Debit Card
941,19,Female,Freshman,Economics,5664,778,741,558,398,171,183,71,52,148,83,3183,2481,Credit/Debit Card
942,22,Non-binary,Senior,Psychology,5623,1140,598,665,278,183,236,110,22,238,194,3664,1959,Credit/Debit Card
943,22,Female,Sophomore,Computer Science,3510,557,351,857,112,158,269,40,78,267,31,2720,790,Cash
944,24,Male,Sophomore,Computer Science,5923,948,741,954,265,181,81,59,71,216,157,3673,2250,Mobile Payment App
945,24,Female,Freshman,Engineering,4477,1249,574,653,111,182,112,92,84,241,112,3410,1067,Mobile Payment App
946,24,Non-binary,Sophomore,Economics,4819,1092,988,768,240,158,109,111,33,236,137,3872,947,Credit/Debit Card
947,20,Female,Junior,Computer Science,5667,717,958,447,304,194,95,71,49,193,94,3122,2545,Mobile Payment App
948,19,Female,Sophomore,Computer Science,3851,857,615,487,255,95,287,31,46,299,93,3065,786,Cash
949,18,Non-binary,Senior,Biology,4690,1021,581,502,222,161,98,80,73,56,188,2982,1708,Credit/Debit Card
950,22,Female,Sophomore,Psychology,5378,1056,669,596,278,179,223,47,87,135,55,3325,2053,Mobile Payment App
951,25,Male,Freshman,Economics,4974,758,387,534,101,76,62,65,27,120,160,2290,2684,Credit/Debit Card
952,21,Non-binary,Freshman,Economics,5045,653,639,496,336,84,236,115,34,220,169,2982,2063,Cash
953,21,Male,Sophomore,Computer Science,4138,643,218,793,271,182,52,55,99,79,45,2437,1701,Credit/Debit Card
954,25,Male,Freshman,Engineering,3446,668,893,653,347,88,276,73,95,73,152,3318,128,Cash
955,25,Female,Sophomore,Psychology,3830,645,79,940,249,63,69,61,40,74,76,2296,1534,Mobile Payment App
956,20,Female,Senior,Psychology,3874,1020,522,408,150,162,168,129,98,255,138,3050,824,Credit/Debit Card
957,20,Non-binary,Junior,Computer Science,5302,1128,458,602,270,65,299,143,58,218,138,3379,1923,Cash
958,22,Male,Senior,Economics,4387,1186,650,798,139,59,160,109,21,275,119,3516,871,Mobile Payment App
959,23,Female,Senior,Psychology,4286,528,573,889,209,136,149,105,80,151,46,2866,1420,Mobile Payment App
960,25,Male,Senior,Computer Science,4397,774,799,629,163,75,183,39,33,54,136,2885,1512,Cash
961,22,Male,Senior,Economics,3954,1236,255,600,274,115,84,55,23,297,31,2970,984,Credit/Debit Card
962,24,Non-binary,Sophomore,Biology,3797,938,612,928,190,65,79,111,45,196,113,3277,520,Mobile Payment App
963,22,Non-binary,Senior,Computer Science,4110,1169,588,508,104,159,242,30,78,105,163,3146,964,Mobile Payment App
964,25,Male,Freshman,Computer Science,5826,1061,333,949,250,138,158,57,20,265,193,3424,2402,Mobile Payment App
965,24,Non-binary,Sophomore,Economics,3039,514,158,506,361,84,158,132,49,104,159,2225,814,Cash
966,19,Male,Junior,Engineering,5435,1015,493,827,369,147,121,87,49,289,121,3518,1917,Mobile Payment App
967,18,Male,Junior,Computer Science,3493,743,104,726,223,105,96,73,37,275,158,2540,953,Mobile Payment App
968,21,Male,Sophomore,Engineering,4183,913,70,714,268,88,198,87,31,69,39,2477,1706,Cash
969,24,Non-binary,Junior,Engineering,4748,1142,946,867,264,166,125,99,69,287,84,4049,699,Credit/Debit Card
970,25,Female,Senior,Psychology,3274,868,670,443,308,120,61,70,96,86,199,2921,353,Mobile Payment App
971,19,Non-binary,Sophomore,Engineering,3939,1464,17,490,357,87,131,97,67,168,87,2965,974,Credit/Debit Card
972,21,Female,Senior,Psychology,4060,1260,617,799,244,62,193,107,62,285,180,3809,251,Cash
973,19,Male,Junior,Computer Science,5451,1326,817,453,172,87,62,112,70,220,93,3412,2039,Cash
974,18,Female,Senior,Computer Science,4152,1219,671,700,335,152,296,98,86,77,82,3716,436,Cash
975,19,Non-binary,Freshman,Computer Science,5211,1038,823,576,207,92,263,54,26,270,123,3472,1739,Credit/Debit Card
976,25,Male,Junior,Biology,4350,1418,510,976,370,117,218,89,89,283,185,4255,95,Mobile Payment App
977,18,Female,Junior,Engineering,4384,1385,13,678,253,119,76,113,50,229,74,2990,1394,Mobile Payment App
978,23,Female,Freshman,Computer Science,5030,553,118,960,304,135,212,105,54,147,118,2706,2324,Mobile Payment App
979,20,Male,Senior,Economics,4119,1013,227,805,366,62,191,135,60,84,151,3094,1025,Mobile Payment App
980,18,Non-binary,Senior,Engineering,5357,1019,589,828,247,65,112,58,92,170,30,3210,2147,Mobile Payment App
981,24,Non-binary,Junior,Computer Science,4461,669,7,828,266,59,60,129,27,131,75,2251,2210,Credit/Debit Card
982,19,Female,Freshman,Computer Science,4156,933,698,780,371,80,235,84,82,269,50,3582,574,Mobile Payment App
983,20,Female,Junior,Psychology,3450,1166,671,528,164,117,238,127,56,243,84,3394,56,Cash
984,25,Non-binary,Freshman,Economics,4424,1197,652,637,248,186,186,82,58,254,116,3616,808,Mobile Payment App
985,19,Female,Senior,Biology,4709,973,695,555,114,93,190,121,70,190,129,3130,1579,Cash
986,23,Female,Junior,Computer Science,4387,1381,696,646,171,142,97,109,83,216,88,3629,758,Cash
987,22,Male,Junior,Psychology,4524,1082,221,533,276,131,242,109,21,217,49,2881,1643,Credit/Debit Card
988,23,Male,Senior,Engineering,3395,1160,168,810,105,182,51,26,64,279,74,2919,476,Cash
989,22,Female,Junior,Computer Science,3523,1011,753,475,392,187,298,99,73,125,93,3506,17,Cash
990,20,Non-binary,Senior,Psychology,5576,1412,155,443,305,119,136,120,41,290,30,3051,2525,Mobile Payment App
991,24,Non-binary,Junior,Psychology,3572,1391,259,755,136,55,86,62,66,187,153,3150,422,Cash
992,20,Male,Freshman,Economics,5635,1293,672,435,389,192,87,23,64,67,77,3299,2336,Credit/Debit Card
993,20,Male,Freshman,Psychology,3900,1380,594,739,277,187,92,144,69,283,68,3833,67,Mobile Payment App
994,22,Male,Senior,Psychology,5430,764,286,589,387,61,68,46,96,86,46,2429,3001,Mobile Payment App
995,22,Female,Senior,Biology,3750,1346,520,969,152,194,151,42,38,252,65,3729,21,Cash
996,19,Female,Senior,Biology,3500,1407,560,508,265,52,206,40,98,274,84,3494,6,Mobile Payment App
997,20,Male,Junior,Economics,3497,957,393,723,339,139,69,112,46,284,57,3119,378,Mobile Payment App
998,22,Non-binary,Senior,Economics,3649,1174,612,543,237,123,200,129,90,190,101,3399,250,Mobile Payment App
999,24,Non-binary,Sophomore,Computer Science,5965,541,640,609,270,191,215,139,43,281,88,3017,2948,Cash
